Comments,Sentiment Score
"
Home > Automotive  > Two Wheelers  > Bikes  > Okinawa Bikes  > Okinawa Praise
",0.0
Okinawa Praise,0.0
Leg Room:,0.0
Dealer Satisfaction:,0.0
Mileage:,0.0
Comfort:,0.0
Reliability:,0.0
Appeal:,0.0
"
Rs. 1,04,791
(Ex-Showroom)
",0.0
"


                            Okinawa
",0.0
"
                The ingenuineness of this review appears doubtful.
                Justify your opinion.
            ",-0.8
I feel this review is:,0.0
"

",0.0
"

",0.0
,0.0
Photo Uploaded successfully.,0.75
"Upload photo files with .jpg, .png and .gif extensions. Image size per photo cannot exceed 10 MB",0.0
"Upload menu files with .jpg, .png and .gif extensions. Image size per photo cannot exceed 10 MB",0.0
See all Photos,0.0
Select a product from search suggestions,0.0
Products Listed,0.0
Shopping Decisions Influenced,0.0
" 
                                    On: 
                                    AO Smith Water Purifier
",0.0
"

                                           By:
                                         shreelakshmiloki

",0.0
Download MouthShut Mobile App,0.0
Copyright © 2000-2023 MouthShut.com. All rights reserved.Goldindia2,0.0
"
                Free MouthShut app saves money.
            ",0.4
OTP Verification,0.0
"
Verify
",0.0
An OTP has been sent to your email and mobile number. Please enter OTP to verify the account.,0.0
"
Verify
",0.0
Didn't receive? Resend OTP,0.0
OTP Verification,0.0
"
Verify
",0.0
An OTP has been sent to your email address. Please Enter OTP to verify your email address,0.0
"
Verify
",0.0
Didn't receive? Resend OTP,0.0
company is very poor in service don't buy ,-0.52
bought a scooter in 75000 ,0.0
then had battery issues dealer said will give u a better battery changed it by giving 17000 extra ,0.25
"then they took 6700 for service after 8 months, now again problem, not using scooter since 2 months, very very poor service, seems a fraud company and dealer both.",-0.52
now the dealership of that old person has gone we have asked another dealer to help us he is saying we are not sure if we can service your scooter as you have bought from another dealer ,-0.075
what a pathetic company ,-1.0
Two time change battery at 15500 mienlge walking.  Head light not working.many problem in bike,0.4
I bought this scooter 2 years ago. It was a lead acid version. I complained about this scooter so many times but the dealer's don't listen to you after you've purchased their product. I feel that I could have got second hand petrol Vehicle just by the transportation cost I paid on this useless scooter to complaint to the dealer . ,-0.12
"i purchased the okinava praise the moment it was launched  only because i like to help  in whatever little way to save the environment.I own electric car revai, i use solar lighting  and also solar water heating.
Anyway i paid through my nose for the praise 86500 and in just two months the controller failed.Then a month later  the mcb failed and they have replaced the mcb twice.The servicing of the scooter takes a minimum 5 to 6 days.The hooter alarm  has failed and they have permanently disconnected it as they are fed up of listening to complaints and that too within a year.
Now the scooter is one point five years and the front shock absorbers have failed  in fact they had failed within one year but they could not get spare parts from the company and  i had to wait till now and now i have to pay .The rear brakes have failed they say and have gone rusty and they have to replace the entire assembly.They have  raised a bill of 5600 rupees  and can you imagine this  amount for a one point five year old scooter repairs/servicing.",-0.18068181818181817
Nice Model or Perfect Millage ,0.8
Please tell us your city. This allows us to provide relevant content for you. ,0.4
"
Reference #18.4842c31.1700065383.c38992a
",0.0
"
I have bought this electric scooter on 1 Jan 2023, till date ie 9 April 2023, i have ridden 4000 km, thereby i have saved rs 8000 worth petrol charges, i had no issues till date and would recommend this Okinawa praise pro to those who aspire to buy an electric scooter.
",0.3
"
I have purchased Okinawa Dual on 1 September now I have so many problems first I get fault on battery on 15 October now I have fault in charger and shower executive don't talks and shows you their terms and conditions all the time.
",0.375
Best Features: Not Visible ,1.0
Pros: Nothing at all is pros in this model,0.0
"Cons: Outer body low quality, battery not as promised, customer satisfaction zero. If your battery gets faulty forget your vehicle for one month.",0.0
"
No pollution, no worry.
",0.0
Best Features: Electric motor,1.0
Pros: No need of petrol,0.0
Cons: Not so good looking,0.7
Something went wrong. Wait a moment and try again.,-0.5
Something went wrong. Wait a moment and try again.,-0.5
