Comments,Sentiment Score
"On may 4th, The ola service center(998v+4wh, Bhagya nagar colony, Hydershakote, Telangana 500091) personnel took my brand new ola s1 pro(ts08dbtr7401, Order id: oet-646****403) by van, Claiming it had suffered a rodent attack and could only be repaired at their service center.On may 11th, I received a call requesting a payment of rs.6345.86 through online mode for the repair of the scooter.I made the payment as requested.They assured me that the scooter would be delivered by van to my location.However, Instead of delivering it by van, They rode it to my location, Which is approximately 35km away from the ola service center.As the owner of the scooter, I hadn't even ridden it yet as it was brand new.While inspecting the scooter in the presence of the ola service center delivery personnel, I noticed that the brand new ola s1 pro's side stand had been replaced with an old, Damaged one.When i brought this to the attention of mr.Cornelius lewis(ph #: 070320 87244), The manager of the ola service center, He behaved rudely and showed a complete lack of respect for customers.He told me to do whatever i could and that he didn't care.His behavior was reminiscent of that of a rowdy individual.We discovered the issue with the side stand because it was visible, But how are customers supposed to know if the internal parts, Which are not visible, Have also been replaced with old ones? i now feel like i have been scammed by the ola service center, As they replaced the brand new parts in my scooter with old ones.When i received the delivery of my brand new ola s1 pro, The odometer reading was 2.2 kilometers.However, When the ola service center personnel took the scooter for repair, The reading was 15 kilometers.And when they delivered the scooter from the ola service center, The reading was 55 kilometers.I now feel like i have been given a used, Second-hand ola scooter instead of a brand new one.",-0.0062200956937799095
"
Worst and pathetic. in first	",-0.5833333333333334
Worst and pathetic.In first month itself you will get to know that you have been scammed by ola owner.Goverment should investigate this matter.Such occurance will deter people from buying electric vehicle in future.We were 10 people who brought the scooter together and after 1 month 7 scooters are already stopped running and none of them are assisted by the ola support.Even after buying there special care plan you will get no call from them.Before you buy the scooter you will get so many calls and after you had your first break down no one will reach you.I urge people not to go with ola.The problem is not only about the product but the problem of not helping customers.One of the evidence is they had started sales office just for 2 months in airoli navi mumbai which they closed immediatly after the deliveries.As they were facing lot of customer issues.,0.012698412698412695
"
Shock absorber	",0.0
"Positive - shock absorber and pickup negative - 1.Extremely poor service2.Irresponsible customer service staff3.No response to email.4.Everytime custome care staff says that their technical team will call me back - which never happened 5.Exorbitant price.3.Poor performance - 70km when two person riding, 80 km when one person riding.4.Looting money - additional warranty rs6000/ door step service rs3000 per annum.5.No provision to escalate any repeated issues on our complaints ( gps issue of my scooter was attended 5 times and finally sucessful) wasting customer time.6.My gps issue was rectified only after writing that i will approach consumer court with all my ticket numbers (6 nos) for the same issue.Poor service network.",-0.0590909090909091
"
I have a Ola S1 scooter and	",0.0
I have a ola s1 scooter and i would like to share my horrible experience with their service starting with the scooter the battery percentage keeps dropping for every 200-300 meters even while riding in normal mode and talking about their service i booked a service appointment at ola electric centre but the service centre itself is shut down 2 months ago and i wasn't notified.I took the scooter to another centre and they refused to take my scooter for servicing.,-0.2513888888888889
"
Service centres	",0.0
"Ola s1 pro is okay, But their service centres are the worst among the all.Had pretty bad experience with gwalior ola centre at sachin tendulkar marg.They don\'t listen at all, Act as thieves, Steal parts and fit the old ones, Sends you back multiple times despite of prior appointment, Damage more than they fix anything, Ask additional amount in black to repair anything.And in this they have support from the upper management as the cut goes to them as well.",-0.009722222222222208
"
The Great Ola and The Bad	",0.0500000000000001
The great ola and the bad ola ola s1 pro is the topend model of s1 series.Pro means it have biggest battery and fastest motor in series.Its claimed range is 181 km.The pros:it have the most powerful motor in the segment.It have very good pickup.The 4kwh battery gives you assusrance of 100km(2 passengers/normal mode) or 125km(1 passengers/normal mode).That range is sufficient as an epectric scooter.Have great seat comfort means no issues for longer rides.Silent as hell.Many people like the sound their bike (vroom vroom) but it is very silent as it only motor and battery but they give you option to stimulate sound from speakers.The boot space is very good you can place two small size helmets easily.The display have good brightness you can see every details even in the sun.There are 4 modes in this ev scooter which lets you choose power or more kilometers.Its hyper mode is very powerful the scooter gets instant acceleration.The cons:it is very costly compared to any petrol bike or scooter the differnce in pricing will take about 35000km to 50000km or 3-4 years.You can't change modes if the system detects that you are using too much power.Normal mode will be stuck for the journey.It is not a reliable ev as it can broke down anytime without any reason.I myself faced this issue.Once you want to get it repaired you need to make a complaint to ola they will pickup your vehicle in 2-3 days and repair it in 2-3 days sometimes more.Basically once you compaint to repair it they will take about 1 week to fix your scooter and give it to you.Its build quality is pretty bad you can feel it on a bad road.Even in high speed winds you can feel that it is all plastic and can be blown away.The horn and indicator should have been like any other bike or scooters because their position is very illogical.Horn button specially is far from hand itself.The conclusion:it is a good ev but with lots of drawbacks.You may only buy it if you travel more than 60km daily only then its cost will be justified.Most of these issues are not only with this ev but all the ev but ola seriously need to work on it build quality and buttons.,0.1663562091503268
"
Service cost	",0.0
"Driving experience: the ola s1 pro offers a smooth and quiet driving experience, Thanks to its electric motor.The absence of gears and instant torque delivery contribute to a responsive and enjoyable ride.Mileage: being an electric scooter, The ola s1 pro boasts excellent mileage.It is energy-efficient, Providing a cost-effective and environmentally friendly mode of transportation.Pickup: the electric motor provides instant and consistent acceleration, Giving the ola s1 pro impressive pickup.It excels in quick starts, Making it well-suited for city commuting.Service cost: electric scooters often have lower service costs compared to traditional petrol counterparts.With fewer moving parts and a simpler drivetrain, The ola s1 pro generally incurs lower maintenance expenses.Engine performance: while technically not an internal combustion engine, The electric motor in the ola s1 pro delivers efficient and reliable performance.It's known for being silent, Offering a different but enjoyable riding experience.Build quality: ola is known for maintaining a good build quality in its products.The s1 pro is constructed with durable materials, Ensuring a solid and robust structure that contributes to rider safety and longevity.Battery performance: the battery performance is a highlight of the ola s1 pro.With a decent range per charge and fast-charging capabilities, It provides practicality for daily commuting without the range anxiety often associated with electric vehicles.",0.2418478260869565
"
Amazing Experience	",0.6000000000000001
"It gives a splendid feel than any other electric scooter, so smooth and quite like butter. This much power and range for the amount we pay for the vehicle is just awesome. It has the most unique design ever so minimalistic and futuristic. The specs are all great, It has a range of more than 140 in a single charge which takes 6 hours from 0 to 100 %. It is equipped with the biggest boot space that a scooter can get. The vehicle is not yet equipped with a hill brake assist. The air version comes with the flat platform now which is good. I have been using the Ola S1 for more than a year and other than the customer service of the Ola service center, everything is just good.",0.37886904761904766
"
Tiny dimensions	",0.0
"I am definitely contemplating getting this electric scooter after visiting an ola shop and viewing it up close.Its sleek and futuristic look immediately drew me in, And the plethora of functions demonstrated its technological brilliance.The scooter's remarkable range and quick charging features make it a viable option for my everyday commuting requirements.The tiny dimensions and agile handling of the ola s1 pro add to its allure.Furthermore, The brand's reputation for quality and service strengthens my decision to make this purchase.I'm looking forward to buying the ola s1 pro and reaping its efficiency, Convenience, And eco-friendliness benefits.",0.23055555555555554
Get Answers from 7 Lakh+ owners and auto-experts,0.0
"Get Best Price, Instant Payment & Free RC Transfer",0.4666666666666666
S1 Pro - Find Offers in your City,0.1
Thanks for reporting this. The reported review will be shortly removed from Zigwheels &,0.1
will be sent for moderation.,0.0
Choose your city,0.0
,0.0
"

Thank you! Your question has been submitted and is under moderartion. 
",0.0
 You will receive all communications on : ,0.0
"MouthShut.com Would Like to Send You Push Notifications. Notification may includes alerts, activities & updates.",0.0
Concern / Feedback Form,0.0
"

",0.0
"

",0.0
Secure your account,0.4
Please enter your valid contact number to receive OTP.,0.0
Just one step away to protect your account with 2FA.,0.0
Protect your account by adding an extra layer of security.,0.0
"
Home > Automotive  > Two Wheelers  > Bikes  > By Brand  > Ola Electric Bikes  > Ola Electric S1 Pro
",0.0
Ola Electric S1 Pro,0.0
Leg Room:,0.0
Dealer Satisfaction:,0.0
Mileage:,0.0
Comfort:,0.0
Reliability:,0.0
Appeal:,0.0
"
Rs. 1,29,999
(Launch price)
",0.0
"


                            Ola
",0.0
"
                The ingenuineness of this review appears doubtful.
                Justify your opinion.
            ",-0.8
I feel this review is:,0.0
"

",0.0
"

",0.0
,0.0
Photo Uploaded successfully.,0.75
"Upload photo files with .jpg, .png and .gif extensions. Image size per photo cannot exceed 10 MB",0.0
"Upload menu files with .jpg, .png and .gif extensions. Image size per photo cannot exceed 10 MB",0.0
See all Photos,0.0
Select a product from search suggestions,0.0
Products Listed,0.0
Shopping Decisions Influenced,0.0
" 
                                    On: 
                                    AO Smith Water Purifier
",0.0
"

                                           By:
                                         shreelakshmiloki

",0.0
Download MouthShut Mobile App,0.0
Copyright © 2000-2023 MouthShut.com. All rights reserved.Goldindia2,0.0
"
                Free MouthShut app saves money.
            ",0.4
OTP Verification,0.0
"
Verify
",0.0
An OTP has been sent to your email and mobile number. Please enter OTP to verify the account.,0.0
"
Verify
",0.0
Didn't receive? Resend OTP,0.0
OTP Verification,0.0
"
Verify
",0.0
An OTP has been sent to your email address. Please Enter OTP to verify your email address,0.0
"
Verify
",0.0
Didn't receive? Resend OTP,0.0
A pleasant riding experience was unpleasantly punctuated with visits from the Ola service team.,0.041666666666666685
"Published on Aug 15, 2022 07:00:00 AM",0.0
"28,100 Views",0.0
Space Ace: Lots of space for a laptop bag and more.,0.5
Phoney holder: Large smartphones don’t fit in slot.,0.30714285714285716
   By Hormazd Sorabjee,0.0
Share -            ,0.0
"When it works, it works well, but the trouble is that my personal Ola S1 Pro has been pretty troublesome in the four months I’ve had it. It’s conked twice and for a scooter with just 166km on the clock, it’s pretty unacceptable. Like a faithful pooch (dog lover Bhavish will agree with me on this one) the S1 Pro doesn’t like being left untouched and ignored for long spells. After returning from a week-long trip to Israel, I tried powering up the S1 Pro and absolutely nothing happened. The scooter was dead as a brick. I called the Ola helpline and within two hours, the service van arrived and whisked my scooter away. Apparently, the battery drained whilst I was away and the deep discharge damaged one of the cells. The scooter was returned in a couple of days with a beta version of the new Move OS 2.0 software.",0.0396694214876033
"I was told at the time that out of approximately 5,000 Ola owners in Mumbai, around 130 were given the software upgrade, so I should feel privileged. The improved software has some pretty smart features like navigation and Bluetooth pairing with my smartphone.",0.02142857142857142
"Fast forward to a month later and it’s the same story. I was in London and Europe for two weeks only to return to – you guessed it – a dead scooter. The Ola service van, now a familiar sight, came home in a couple of hours, but thankfully, my scooter didn’t have to be taken away and the technicians brought it back to life.",0.05357142857142857
"Finally, the long promised Move OS 2.0 was installed and I have to say I felt no real difference over the beta version which had worked just fine. I haven’t tried all the features yet and that will be the focus of my next long-term report.",0.05333333333333333
"As a daily commuter, the S1 Pro is just brilliant. It’s so easy to ride, slices through traffic (in hyper mode) and is pretty practical too. The luggage box under the seat is just huge and takes my laptop bag and a small duffel bag too. Not so big is the slot for the phone holder, which can’t take a large smartphone like my iPhone 13 Pro Max.",0.24345238095238098
"The truth is I haven’t ridden this scooter enough to draw a conclusion of what it’s like to live with over extended periods. My average running for the past four months is just 1.3km a day. The scooter still feels like new and, in fact, the service van must have clocked more to and fro mileage in tending to my scooter’s problems!",0.08295454545454545
"Hopefully, I won’t need to see that Tempo Traveller henceforth.",0.0
Also see:,0.0
"Ola S1 Pro long term review, first report",0.1
₹ 1.65 lakh * on road price (New Delhi),0.13636363636363635
"Quick News Video: August 20, 2023",0.3333333333333333
2910 Views|2 months ago,0.0
"Ola electric motorcycles, Ola S1 X and S1 Pro Gen 2 first...",0.25
11218 Views|3 months ago,0.0
Ola S1 Pro video review,0.0
22312 Views|2 years ago,0.0
Copyright (c) Autocar India. All rights reserved.,0.0
No comments yet. Be the first to comment.,0.25
"Bikes under ₹ 50,000 Thousand",0.0
"Bikes under ₹ 60,000 Thousand",0.0
"Bikes under ₹ 70,000 Thousand",0.0
"Bikes under ₹ 80,000 Thousand",0.0
Bikes under ₹ 1 Lakh,0.0
Bikes under ₹ 1.5 Lakh,0.0
Bikes under ₹ 2 Lakh,0.0
Bikes above ₹ 2 Lakh,0.0
Would you buy an electric Royal Enfield?,0.0
"Yes, electric mobility is here to stay and we must adapt",0.0
34.68%,0.0
"No, it's not a proper Royal Enfield without the sound and feel",0.2
65.32%,0.0
Get all the latest updates from the automobile universe,0.5
By Kingshuk Dutta,0.0
1 mins read,0.0
22-Jun-22 12:45 AM IST,0.0
"It was last year when Ola Electric revealed the Ola S1 and S1 Pro and in the months that followed, it became the most talked about electric scooter in India for a variety of reasons and continues to be so, even today. The Ola electric scooter did not have the best start to its innings in India. There were all sorts of controversies around the scooter, fire, breakdowns, glitches, instances of scooter going reverse at high speeds. But at the same time, it holds a lot of promise too! And why do we say that? You will see.",0.33199999999999996
Also Read: Ola Teases Electric Car,0.0
"(The scooter has clean, flowing lines with a hint of classic design. We like the alloy wheel design, which can be seen fully!)",0.2875
"Starting off with the design, the Ola S1 Pro is a good-looking scooter, with nice and smooth flowing lines, a hint of Vespa-inspired front apron and the single-sided suspension up front, giving a nice peek of the alloy wheel. The fit and finish though seems to be lacking with plastic bits that aren't the best in segment. That feel of solidity is missing and Ola could probably rectify the same in future updates. ",0.3111111111111111
"(The projector LED lamps along with the LED daytime running light make for a smiling face image, adding youthfulness to the design!)",0.5
"The two projector lamps and the smiley-faced LED daytime running light add that hint of modernity and youthfulness to what is otherwise a classic scooter design. The rear is sleek and the overall design is proportionate, making for good road presence, especially in the colour our test scooter came in.",0.2533333333333333
"(We are not big fans of the rubber buttons on the switchgear. That tactile feel is missing and you take time, getting used to it!)",-0.125
"What we are not very fond of are rubber buttons on switchgear. You miss the tactile feel of plastic buttons and while the functioning is alright, you will take a decent time to get used to them.",0.033333333333333326
Also Read: Ola Launches Move OS 2.0 For S1 Pro Users,0.0
"(The 7-inch TFT touchscreen offers all sorts of information required, can be used to play music from phone via Bluetooth as well. Not the most responsive unit though)",0.3
"Technology is a key USP for any electric two-wheeler and the Ola S1 Pro gets loads of it and then some more. All the functions of the scooter can be accessed via a 7-inch TFT touchscreen which is not the most responsive, but it works. Ola offers in-built navigation that is offered by MapMyIndia, then there's Bluetooth connectivity, which can be used to play music from your phone on to the speakers in the front apron. The sound output is not too bad either, but not what an audiophile would want. ",0.13333333333333336
"(The Ola S1 Pro gets in-built speakers, which are waterproof and have a decent output too, but not something that audiophiles would like)",0.16666666666666666
"Other features include cruise control, a low-speed reversing mode and digital locking and unlocking for the scooter as well as the under-seat storage space. So, in short, there is no key needed at all, but that may raise safety concerns and in case your scooter is fully out of charge, you can still open the boot from your smartphone app! At three per cent charge, the scooter automatically goes into 'park' mode, which could be a cause for concern too. Of course, we haven't cut it that close with the scooter yet. The one issue that bugged us was that the under-seat storage space refused to open at the first go, while shooting, but a quick reboot and the functioning was back to normal. So, as it turns out, the Move OS 2.0 update is yet to squash all the bugs!",0.06458333333333333
Also Read: Ola Electric Looking For Partners To Set Up EV Battery Plant In India ,0.0
"(The Ola S1 Pro gets a cavernous underseat storage space. But it cannot fit an ECE specced full face helmet. Also, the boot gets electric operation, which gave us problems)",0.375
"Safety and security features include an anti-theft alert system, geo-fencing, as well as hill hold system, voice assist and cruise control on the S1 Pro. And Ola offers over-the-air updates for the scooter and the company says that a typical over-the-air update can take anywhere between 60-90 minutes, depending on the internet speed. ",-0.033333333333333326
"(The seat height is 792 mm, which is convenient for most users. The perch is comfortable, but thanks to the high floorboard, you sit knees up)",0.315
"The scooter offers a comfortable perch for the rider, with seat height of 792 mm. there is enough space even for taller riders too but one does sit knees up. The centre tunnel is not very convenient, considering a flat footboard makes more sense. In terms of practicality, there is a USB charger and the underseat storage space is a cavernous 36 litres. It will very well fit two half-face helmets with space for few other things but not deep enough to fit in a full-face helmet, well not an ECE specced unit.",0.11923076923076925
"Also Read: Ola S1 Pro Prices Hiked By Rs. 10,0000",0.0
(The S1 Pro takes about 6.5 hours to be charged fully),0.0
"The S1 Pro is powered gets an electric motor with an output of 8.5 kW and 58 Nm of maximum torque and a 3.97 kWh battery pack. Now, the maximum claimed range on the scooter is 181 km while the company says that the true range is about 135 km on a single charge. ",0.1392857142857143
"(The scooter is fun to ride around the city, is nimble and can be hustled through traffic)",0.3
"We started our day with 100 per cent charge and covered around 110 km, including a few high-speed runs in hyper and sports mode and regular riding to our usual shoot location. We managed to return home with just 20 km left, which sits with the true range that Ola advertises, so full marks there. The total time taken for the scooter to charge from nought to full is about 6.5 hours, which is consistent with our charge times.",0.09444444444444443
"(The Ola S1 Pro is really quick off the blocks, especially in sports and hyper mode. In the hyper mode, we did see a top speed of 112 km on the display)",0.27777777777777773
"With the coming of the Move OS 2.0, Ola receives a new riding mode, that is Eco and this is in addition to the other three riding modes which are Normal, Sports and Hyper. The eco mode comes on by default when the battery drops to less than 15 per cent in order to increase battery efficiency. The top speed is governed differently in different modes, and the real-time range reduces or increases as per the mode chosen. Now, Ola claims 0-60 kmph acceleration time of 5 seconds in hyper mode and it isn't too far from what we actually experienced. Probably a person with lesser weight could have probably gotten better acceleration. ",0.18946969696969698
"(The 'claimed' real world range of the Ola S1 Pro is about 130 km, which is consistent with our testing)",0.225
"The Ola S1 Pro is really quick off the block, especially in sports and hyper mode. And the same sense of urgency comes in handy when you want to make quick overtaking manoeuvres. As a daily city runabout, it makes for a lot of sense. It is fun to ride, nimble, agile making it easier for you to filter through traffic. A kerb weight of 121 kg is light enough for you to hustle the scooter through congested roads or narrow lanes. ",0.20606060606060603
(Range on the Ola S1 Pro is governed by the riding mode chosen),0.0
"Our time spent with the Ola S1 Pro revealed that the suspension is stiffer than we would have liked. At relatively higher speeds, the ride is plush and works very well, but go over sharp-edged bumps at slower speeds and you will feel the suspension working hard under you. The braking is more or less on point, with strong bite and decent feedback although they can still lock up under panic braking.",0.17685185185185184
"(At Rs. 1.4 lakh (ex-showroom, the Ola S1 Pro makes a good case for itself, despite the niggles and glitches)",0.7
"Our Ola S1 Pro experience left us with a good taste. The initial bugs and glitches that were reported by customers seem to have been sorted and our ride went smoothly without a hassle. Of course, there are the good and bad bits, but overall, the Ola S1 Pro is a good package, offers good performance, is practical and has lots of tech. And at Rs. 1.4 lakh (ex-showroom), we are really keen on pitting it against the Ather 450X and the TVS iQube, two of the best EVs in the business. Now, that would be an electrifying comparison! If you want that story too, let us know and we will make it happen!",0.3166666666666667
Expected Price : ,-0.1
₹ 12 - 13 Lakh,0.0
"Expected Launch : Nov 16, 2023",-0.1
Expected Price : ,-0.1
₹ 40 - 50 Lakh,0.0
"Expected Launch : Nov 17, 2023",-0.1
Expected Price : ,-0.1
₹ 35 - 40 Lakh,0.0
"Expected Launch : Nov 23, 2023",-0.1
Expected Price : ,-0.1
₹ 12 - 18 Lakh,0.0
"Expected Launch : Nov 23, 2023",-0.1
Expected Price : ,-0.1
₹ 9.5 - 12.5 Lakh,0.0
"Expected Launch : Dec 1, 2023",-0.1
Expected Price : ,-0.1
₹ 1.5 - 2 Crore,0.0
"Expected Launch : Dec 2, 2023",-0.1
Expected Price : ,-0.1
₹ 18 - 20 Lakh,0.0
"Expected Launch : Dec 5, 2023",-0.1
Expected Price : ,-0.1
₹ 55 - 60 Lakh,0.0
"Expected Launch : Dec 5, 2023",-0.1
Expected Price : ,-0.1
₹ 1 - 1.5 Crore,0.0
"Expected Launch : Dec 12, 2023",-0.1
Expected Price : ,-0.1
₹ 50 - 55 Lakh,0.0
"Expected Launch : Dec 14, 2023",-0.1
Expected Price : ,-0.1
₹ 7 - 8 Lakh,0.0
"Expected Launch : Nov 16, 2023",-0.1
Expected Price : ,-0.1
₹ 3 - 3.2 Lakh,0.0
"Expected Launch : Nov 17, 2023",-0.1
Expected Price : ,-0.1
₹ 2 - 3.2 Lakh,0.0
"Expected Launch : Nov 17, 2023",-0.1
Expected Price : ,-0.1
₹ 3 - 3.5 Lakh,0.0
"Expected Launch : Nov 17, 2023",-0.1
Expected Price : ,-0.1
₹ 1.25 - 1.3 Lakh,0.0
"Expected Launch : Nov 21, 2023",-0.1
Expected Price : ,-0.1
₹ 1.05 - 1.2 Lakh,0.0
"Expected Launch : Nov 21, 2023",-0.1
Expected Price : ,-0.1
₹ 3 - 3.25 Lakh,0.0
"Expected Launch : Nov 23, 2023",-0.1
Expected Price : ,-0.1
₹ 6 - 7 Lakh,0.0
"Expected Launch : Nov 24, 2023",-0.1
Expected Price : ,-0.1
₹ 2.7 - 2.8 Lakh,0.0
"Expected Launch : Nov 24, 2023",-0.1
Expected Price : ,-0.1
₹ 3.3 - 3.6 Lakh,0.0
"Expected Launch : Dec 12, 2023",-0.1
1 day ago,0.0
The all-new Royal Enfield Himalayan promises more than all-round versatility and could easily be one of the best adventure bikes to be introduced in recent times.,0.48333333333333334
1 day ago,0.0
We test ride the 2023 Oben Rorr e-motorcycle that aims to take on the 150cc motorcycle segment. Here’s what we have to say about it,0.0
4 days ago,0.0
How does the new kid on the block compare to some of the established players in the segment?,0.13636363636363635
5 days ago,0.0
The BMW X5 has been one of the better-looking SUVs out there. And that remains unchanged with the updated model as well. ,0.0
5 days ago,0.0
"The new Royal Enfield Himalayan 450 gets more performance, more capability as well as the latest tech and features to make it a very impressive adventure motorcycle. ",0.5272727272727272
7 days ago,0.0
"The KTM 250 Duke has been upgraded massively and now becomes an even better value for money proposition, since the price stays the same as before. Here’s a complete lowdown on the new 250 Duke. ",0.14727272727272728
8 days ago,0.0
We test ride the 2023 Oben Rorr e-motorcycle that aims to take on the 150cc motorcycle segment. Here’s what we have to say about it,0.0
9 days ago,0.0
The TVS X is the most expensive electric scooter currently on sale in India. We got a chance to spend some time with it at TVS’ test track in Hosur. Here’s the first ride review in pictures,0.0625
11 days ago,0.0
"We flew down to Jaipur for the Ferrari Weekender, a meet up of Ferrari owners for a weekend of fun, food and fast cars",0.11481481481481481
12 days ago,0.0
"The KTM 250 Duke has been upgraded massively and now becomes an even better value for money proposition, since the price stays the same as before. Here’s a complete lowdown on the new 250 Duke. ",0.14727272727272728
14 days ago,0.0
"During the festive period of Navratri and Dussehra, Ola Electric witnessed a 2.5-fold increase in sales compared to the corresponding period last year",0.0
14 days ago,0.0
We list down the best electric scooters that you can purchase in India today. ,0.4222222222222222
16 days ago,0.0
The brand stated that the fire was related to a short circuit caused by a few aftermarket parts installed by the customer,-0.06666666666666667
19 days ago,0.0
"These funds will be allocated to the expansion of Ola's EV business and the establishment of India's inaugural lithium-ion cell manufacturing facility in Krishnagiri, Tamil Nadu.",0.0
28 days ago,0.0
"Attractive pricing, strikingly good looks and solidly capable! The Triumph Scrambler 400 X is a fun, fabulous and somewhat flawed machine which is difficult to ignore in the budget ADV segment. And yes, we know it’s a scrambler, not an ADV. ",0.2071428571428571
       Ola Electric which started the test rides for customers have started to get initial reactions from the users who did a test ride on the Ola electric’s S1 scooter. ,0.0
"   Employees of the Maharashtra State Road Transport Corporation (MSRTC) remained firm on their demand for the loss-making corporation's merger with the state government and continued their strike on Monday, resulting in bus operations being shut at all 250 depots in the state, officials said. ",-0.2
 Here are some of the reactions by the users who took the test ride for the new Ola scooter:,0.13636363636363635
   Users said the new scooter is zippy and also said that the torque of the new scooter is also very good. The user also said that the pillon riders will also get a comfortable ride in the new ola electric scooter due to its suspension according to the riders who did the test ride.,0.26568181818181813
   A user said that he travelled around 800kms from Kanyakumari to take a test ride and said that it made the right buzz since the day of its launch.,0.2857142857142857
