Comments,Sentiment Score
"I have been riding hero electric optima cx with dual battery in hyderabad since july, 2022 and here is my feedback: good: - two batteries, So you always have a backup - both batteries removable, So you can remove each battery separately and charge at home or anywhere.- two chargers provided that work for both batteries, So you can keep one at home and one in bike for emergencies.- low pricebad: - very low ground clearance, Bottom hits most of the speed breakers.- very slow on slopes.- slow on plain roads too with an adult pillion rider.- top speed of 45 kmph, Feels less on empty roads sometimes.- pathetic customer service and delivery experience.- not high quality materials used, Does not feel robust overall.",-0.03221088435374151
"
Worst experience Firstly	",-0.375
"Worst experience firstly when purchased after 3 days it got giving me problems till now every other week i have to take to the service centre.I have reply my madgaad for three times now and still within a month it's get damnage.Even battrh has been changed motor has been changed.Brakes only work for one week hence repaired it time to time and this don't end here.Horn, Indicator, Indicator lights, Backlight i tho think only the body has to changed and only been a year.Don't think for this if your taking electric.",-0.14583333333333334
"
I bought 18 months back had	",0.0
I bought 18 months back had problems many times.They gives worst service even for small problem.Now battery has problem and since last 1 and half month my bike is with dealer but no solution from dealer or company.If you complaints on customer care no only they give you complain no.But no solution.Worst experience ever.Don't buy this bike if you don't want to suffer after paying.,-0.13095238095238096
"
Hero electric	",0.0
"Electric scooty purchased on 18th oct 2022 after 1 month, Scooty started showing start problem till now ie 08.01.2023.Company have not been success in rectifying the vehicle.Wiring changed & battery that is under 3 year warranty, Still s.A auto is not able to provide the replacementdo not but hero electric from s.A auto elliot road showroomvehicle no wb 01av 2795.",0.024999999999999994
"
चार्जिंग में ज्याद	",0.0
"चार्जिंग में ज्यादा समय नहीं लगता इसकी टॉप स्पीड 45 kmph और सिंगल चार्ज पर बैटरी रेंज 108 km तक की है। इसे फुल चार्ज होने में 5 घंटे का समय लगता है। hero electric optima hx- dual battery मॉडल की कीमत 65, 640 रुपये (एक्स शोरूम, दिल्ली/एनसीआर) है। इसकी टॉप स्पीड 42 kmph और सिंगल चार्ज पर बैटरी रेंज 122 km तक की है।22-",0.0
"
Ev scooter	",0.0
I am using this ev scooter from 1 year and i have no complaints regarding this scooter build quality and performance.It can still touch the speed of 45km/hr within 10 sec and can go upto 80 km on a single charge.It's suspensions are very helpful to me when i drive on rigid/poor roads because they provide me a shockproof and a comfortable rise.I can suggest you all to buy thus ev scooter from a trusted brand hero.I hope that my review is helpful for you all.Thankyou 😊.,0.10714285714285715
"
Hero optima	",0.0
"Hero optima is an excellent scotty in term of style, Look and budget.I am a proud owner and using this from last six month.It given 60 to 65 kilometers mileage in local roads.It is light weight that make is very easy to drive specially for woman.If i talk about minus points that break wire placement is incorrect as it hit first on breaker.Battery bars indicators are not given accurate measurement.Overall a very good scotty and must to have for daily use.",0.3817063492063492
"
Electric vehicle	",0.0
The new variant of the hero optima electric version is very intellectually designed.The engine is well refined and less noisy.The height of the bike has been reduced and could cause problems not only for the one driving but also the pillion.I liked this model because it has an automatic mode selection system.,0.19193939393939394
Get Answers from 7 Lakh+ owners and auto-experts,0.0
"Get Best Price, Instant Payment & Free RC Transfer",0.4666666666666666
Optima - Find Offers in your City,0.1
Thanks for reporting this. The reported review will be shortly removed from Zigwheels &,0.1
will be sent for moderation.,0.0
Choose your city,0.0
,0.0
"

Thank you! Your question has been submitted and is under moderartion. 
",0.0
 You will receive all communications on : ,0.0
"
I bought an electric scooty eight months ago and I am extremely dissatisfied. Not only is the battery malfunctioning, but the tire has also developed a dangerous bubble. These issues, along with the previously mentioned wobbling, have made the ride uncomfortable and risky. To make matters worse, the customer service has been unresponsive and unhelpful. I strongly discourage anyone from purchasing this product due to its unacceptable quality and lack of support. I will clime the battery warranty before two months but I'm still not received the battery. Please don't buying hero electric scooters.
",-0.15370370370370368
Cons: Customer service not good,-0.35
"
The Hero Electric Flash was a great buy and a good option for students. The power is less than some other electric bikes, but it is a great choice for daily use and short-distance rides, especially in its price range. The maintenance and servicing of the bike is also quite simple, so even beginners can handle it easily. It is not the best option for long-distance rides, but it is great for short trips of up to 15 km.
",0.29930555555555555
"The Hero Electric Flash was a great buy and a good option for students. The power is less than some other electric bikes, but it is a great choice for daily use and short-distance rides, especially in its price range. The maintenance and servicing of the bike is also quite simple, so even beginners can handle it easily. It is not the best option for long-distance rides, but it is great for short trips of up to 15 km.",0.29930555555555555
"
After driving the Hero Electric Flash, I found the appearance looks good but the performance was very poor. The quality of the vehicle was not good, with the shock absorber failing after only two months. I found that it was very difficult to find a local shop to do puncture work or to dismantle and assemble the wheel. Connectors for the motor were also not easily accessible. After running it for only 5000 km, I found that the battery cost was much higher than that of a petrol vehicle. This purchase only brought me unhappiness and a lot of disadvantages. The service center was also very poor and no one seemed to care.
",-0.11479166666666667
"After driving the Hero Electric Flash, I found the appearance looks good but the performance was very poor. The quality of the vehicle was not good, with the shock absorber failing after only two months. I found that it was very difficult to find a local shop to do puncture work or to dismantle and assemble the wheel. Connectors for the motor were also not easily accessible. After running it for only 5000 km, I found that the battery cost was much higher than that of a petrol vehicle. This purchase only brought me unhappiness and a lot of disadvantages. The service center was also very poor and no one seemed to care.",-0.11479166666666667
"
I bought the Hero Electric Flash in June 2019 for around 41,000. The bike looks great and the plastic body gives it a modern look. However, I would not recommend it to carry more than 130-150kg of weight as the speed can be affected. I have had a small accident while riding the bike and the plastic body was not able to handle the impact. The bike takes around 8-9 hours to charge and can last up to 30-45 km. When I first bought it, there was no footrest for keeping my legs but the company may have added that feature since then. The maintenance of the bike is not that difficult as all you need to do is charge it and keep it clean. I would recommend to take it in for servicing every 2-3 months as it might cause some break issues. Other than that, the Hero Electric Flash is an amazing ride and you will be feeling happy driving it.
",0.19930555555555554
"I bought the Hero Electric Flash in June 2019 for around 41,000. The bike looks great and the plastic body gives it a modern look. However, I would not recommend it to carry more than 130-150kg of weight as the speed can be affected. I have had a small accident while riding the bike and the plastic body was not able to handle the impact. The bike takes around 8-9 hours to charge and can last up to 30-45 km. When I first bought it, there was no footrest for keeping my legs but the company may have added that feature since then. The maintenance of the bike is not that difficult as all you need to do is charge it and keep it clean. I would recommend to take it in for servicing every 2-3 months as it might cause some break issues. Other than that, the Hero Electric Flash is an amazing ride and you will be feeling happy driving it.",0.19930555555555554
"
The Hero Electric Flash is a revolutionary electric vehicle that provides a smooth, silent and efficient ride. Its stand-by mode at the signal was a truly unique experience that highlighted its convenience and efficiency. Its immediate pick-up was a testament to its performance.Ads for the Flash can emphasize its practicality, as well as its eco-consciousness. It is a great vehicle for those looking for an in-town ride that does not waste power or money and is more eco-friendly. The Flash offers a great range per charge and is always looking for innovative ideas to improve battery life. With the Flash, you can be sure that your journey will be efficient, eco-friendly and enjoyable.
",0.41590909090909095
"The Hero Electric Flash is a revolutionary electric vehicle that provides a smooth, silent and efficient ride. Its stand-by mode at the signal was a truly unique experience that highlighted its convenience and efficiency. Its immediate pick-up was a testament to its performance.",0.25833333333333336
"Ads for the Flash can emphasize its practicality, as well as its eco-consciousness. It is a great vehicle for those looking for an in-town ride that does not waste power or money and is more eco-friendly. The Flash offers a great range per charge and is always looking for innovative ideas to improve battery life. With the Flash, you can be sure that your journey will be efficient, eco-friendly and enjoyable.",0.475
"
Wow! I'm really impressed with this bike! The service is top-notch and the customer service is really good. I love my bike and so do my 6 friends who also bought this bike. We all agree that this bike is amazing. The performance is great and it's very reliable. We've all been so pleased with our decision to buy this bike and would definitely recommend it to anyone looking for a great bike.
",0.5659090909090909
Wow! I'm really impressed with this bike! The service is top-notch and the customer service is really good. I love my bike and so do my 6 friends who also bought this bike. We all agree that this bike is amazing. The performance is great and it's very reliable. We've all been so pleased with our decision to buy this bike and would definitely recommend it to anyone looking for a great bike.,0.5659090909090909
"
I am really impressed with this electric scooter. It's been really reliable for my daily use, and I haven't had any issues with it so far. I usually drive around 70 kilometers a day, and it has never let me down. It's also quite low maintenance, so I don't have to worry about taking it in for repairs any time soon. I also enjoy taking it on long trips, and it has been able to handle 80 kilometers per day without any problem. I highly recommend this electric scooter for anyone looking for a reliable and low maintenance option.
",0.1587037037037037
"I am really impressed with this electric scooter. It's been really reliable for my daily use, and I haven't had any issues with it so far. I usually drive around 70 kilometers a day, and it has never let me down. It's also quite low maintenance, so I don't have to worry about taking it in for repairs any time soon. I also enjoy taking it on long trips, and it has been able to handle 80 kilometers per day without any problem. I highly recommend this electric scooter for anyone looking for a reliable and low maintenance option.",0.1587037037037037
"
The Hero Electric Photon is a great electric scooter that offers impressive performance. It's capable of reaching high speeds, and has plenty of torque for tackling city streets or highways. However, comfort is not the best when riding this scooter. The back seat lacks support, and the height might not be suitable for everyone. In addition, the side stand does not automatically go up when you're riding, which can cause the scooter to hit bumps and speed bumps. Overall, the Hero Electric Photon is an excellent electric scooter with great performance, but it could be improved in terms of comfort and convenience.
",0.51
"The Hero Electric Photon is a great electric scooter that offers impressive performance. It's capable of reaching high speeds, and has plenty of torque for tackling city streets or highways. However, comfort is not the best when riding this scooter. The back seat lacks support, and the height might not be suitable for everyone. In addition, the side stand does not automatically go up when you're riding, which can cause the scooter to hit bumps and speed bumps. ",0.47625000000000006
"Overall, the Hero Electric Photon is an excellent electric scooter with great performance, but it could be improved in terms of comfort and convenience.",0.6
"
I am extremely disappointed with the service provided by Hero Electric. I purchased a Hero Electric Photon scooter three months ago and the charger has already gone out of order. It has now been almost a month and the company still has not replaced it. The customer service and the dealer service are both very poor. I feel like I have wasted my money and the company is not taking any responsibility for the issue.
",-0.49
I am extremely disappointed with the service provided by Hero Electric. I purchased a Hero Electric Photon scooter three months ago and the charger has already gone out of order. It has now been almost a month and the company still has not replaced it. The customer service and the dealer service are both very poor. I feel like I have wasted my money and the company is not taking any responsibility for the issue.,-0.49
"
It is expected that only short rides in the suburbs and occasionally around the city can be taken with a car with a maximum range of 65 to 80 km. This is mainly due to the relatively long charging time of 6 to 8 hours and the absence of a fast charge option for the bike and the infrastructure required for it. Owners must make their own arrangements for electrical outlets. This is fine if you are on a familiar route, but it creates a lot of uncertainty when in an unfamiliar location.
",0.11856060606060606
"It is expected that only short rides in the suburbs and occasionally around the city can be taken with a car with a maximum range of 65 to 80 km. This is mainly due to the relatively long charging time of 6 to 8 hours and the absence of a fast charge option for the bike and the infrastructure required for it. Owners must make their own arrangements for electrical outlets. This is fine if you are on a familiar route, but it creates a lot of uncertainty when in an unfamiliar location.",0.11856060606060606
"
The scooter also contains electronic regulators with 12 mosfets and a 24MHz fast controller, which gives the drivetrain a prompt reaction and no flag misfortune. The AGM VRLA battery in the Photon is explicitly intended for the most noticeably awful climatic conditions in India.
",-0.10000000000000002
"The scooter also contains electronic regulators with 12 mosfets and a 24MHz fast controller, which gives the drivetrain a prompt reaction and no flag misfortune. The AGM VRLA battery in the Photon is explicitly intended for the most noticeably awful climatic conditions in India.",-0.10000000000000002
"
Despite the limited power output, the main problem is that there is a lot of scope for improvement in the throttle tuning. Driving a scooter in city traffic is tough because even small amounts of throttle and carefully calculated openings lead to the scooter lurching forward sharply at low speeds. No matter how hard you try, the accelerator only has two possible settings: on and off.
",-0.1039241622574956
"Despite the limited power output, the main problem is that there is a lot of scope for improvement in the throttle tuning. Driving a scooter in city traffic is tough because even small amounts of throttle and carefully calculated openings lead to the scooter lurching forward sharply at low speeds. No matter how hard you try, the accelerator only has two possible settings: on and off.",-0.1039241622574956
"
Within six months of purchase, I had to replace the battery of my hero bike twice. This is unacceptable and I feel the company should take measures to ensure the battery lasts at least one to two years or 10,000 km, or 500 charging cycles. Furthermore, the plastic body of the bike does not offer enough strength for the price. To top it off, the company does not respond to phone calls or emails. This indicates that Hero is an extremely mismanaged organization.
",0.018750000000000003
"Within six months of purchase, I had to replace the battery of my hero bike twice. This is unacceptable and I feel the company should take measures to ensure the battery lasts at least one to two years or 10,000 km, or 500 charging cycles. Furthermore, the plastic body of the bike does not offer enough strength for the price. To top it off, the company does not respond to phone calls or emails. This indicates that Hero is an extremely mismanaged organization.",0.018750000000000003
"
The quality of the material used in the scooter is very poor, and within a couple of months the joint of the seat breaks. Even the material used for children's toys is of higher quality. When you use the brakes, there is no shock absorption. The quality is extremely bad. In addition, there is no indication of the battery level. You should not even consider purchasing this scooter.
",-0.3233333333333333
"The quality of the material used in the scooter is very poor, and within a couple of months the joint of the seat breaks. Even the material used for children's toys is of higher quality. When you use the brakes, there is no shock absorption. The quality is extremely bad. In addition, there is no indication of the battery level. You should not even consider purchasing this scooter.",-0.3233333333333333
"
I recently purchased an NYX E-5 and as happy to be able to save both the environment and money. However, after a few days, I have encountered several issues. Firstly, the seat lock was not working and I was unable to charge the battery because the charger was locked in the seat. I managed to open the seat and charge the battery. Upon visiting the workshop, the mechanic found some wires had burnt near the connector and he replaced it.The same issue occurred a few days later and a mechanic from the workshop was reluctant to come, but eventually agreed after I requested, and charged me Rs. 200 for the visit. When I arrived at the workshop, the engineer identified that the wire near the connector had burnt again and replaced it. Additionally, the charger socket was not functioning, which he changed. The entire visit took me 3 hours and I was very frustrated.Thankfully, when I went to the workshop on another occasion, two engineers from Hero Electric were already present and they assisted me in resolving the issue.
",0.065625
"I recently purchased an NYX E-5 and as happy to be able to save both the environment and money. However, after a few days, I have encountered several issues. Firstly, the seat lock was not working and I was unable to charge the battery because the charger was locked in the seat. I managed to open the seat and charge the battery. Upon visiting the workshop, the mechanic found some wires had burnt near the connector and he replaced it.",0.10555555555555557
"The same issue occurred a few days later and a mechanic from the workshop was reluctant to come, but eventually agreed after I requested, and charged me Rs. 200 for the visit. When I arrived at the workshop, the engineer identified that the wire near the connector had burnt again and replaced it. Additionally, the charger socket was not functioning, which he changed. The entire visit took me 3 hours and I was very frustrated.",-0.16833333333333333
"Thankfully, when I went to the workshop on another occasion, two engineers from Hero Electric were already present and they assisted me in resolving the issue.",0.0
"
The price of this e-bike is not the best compared to other models. It is quite noisy when ridden on bumpy roads, and the mileage could be improved. Additionally, the front space could be larger and the design could be more stylish. Furthermore, the headlight focus is not optimal.
",0.375
"The price of this e-bike is not the best compared to other models. It is quite noisy when ridden on bumpy roads, and the mileage could be improved. Additionally, the front space could be larger and the design could be more stylish. Furthermore, the headlight focus is not optimal.",0.375
"
Company claims to provide 60km of running on 8 hours of charging, which is not true. The maximum distance you can ride is 45 km, and the distance will decrease when you use the headlight. Additionally, service and showroom points do not have permanent employees, which means if you have any problems with your vehicle, you may have to wait for at least three months before you can ride it again. I have experienced this before, so I suggest you think twice before purchasing.
",0.10833333333333335
"Company claims to provide 60km of running on 8 hours of charging, which is not true. The maximum distance you can ride is 45 km, and the distance will decrease when you use the headlight. Additionally, service and showroom points do not have permanent employees, which means if you have any problems with your vehicle, you may have to wait for at least three months before you can ride it again. I have experienced this before, so I suggest you think twice before purchasing.",0.10833333333333335
"
The scooter appears to be ideal for me. It is lightweight and has great fuel efficiency. The scooter has an attractive look, but its speed is slow. The scooter requires minimal maintenance and is eco-friendly, but its range is poor. I would argue that the scooter is overpriced.
",0.2833333333333334
"The scooter appears to be ideal for me. It is lightweight and has great fuel efficiency. The scooter has an attractive look, but its speed is slow. The scooter requires minimal maintenance and is eco-friendly, but its range is poor. I would argue that the scooter is overpriced.",0.2833333333333334
"
The bike has attractive looks and boasts good mileage, yet it's lack of speed undermines its other positive features. Additionally, its eco-friendly features and low maintenance cost are great, but these benefits come with a hefty price tag. Overall, I'm not pleased with this bike.
",0.2690340909090909
"The bike has attractive looks and boasts good mileage, yet it's lack of speed undermines its other positive features. Additionally, its eco-friendly features and low maintenance cost are great, but these benefits come with a hefty price tag. Overall, I'm not pleased with this bike.",0.2690340909090909
"
I'm in full agreement with everyone here that the scooter is a great alternative to bikes. It runs on electricity, is incredibly quiet, and has a comfortable seat for up to two people. It has an impressive range of 70kmpl per charge, which makes it great for those wanting to hone their riding skills or for everyday commuting. I highly recommend it!
",0.41874999999999996
"I'm in full agreement with everyone here that the scooter is a great alternative to bikes. It runs on electricity, is incredibly quiet, and has a comfortable seat for up to two people. It has an impressive range of 70kmpl per charge, which makes it great for those wanting to hone their riding skills or for everyday commuting. I highly recommend it!",0.41874999999999996
  Showing 1 - 20 of 28,0.0
"MouthShut.com Would Like to Send You Push Notifications. Notification may includes alerts, activities & updates.",0.0
Concern / Feedback Form,0.0
"

",0.0
"

",0.0
Secure your account,0.4
Please enter your valid contact number to receive OTP.,0.0
Just one step away to protect your account with 2FA.,0.0
Protect your account by adding an extra layer of security.,0.0
"
Home > Automotive  > Two Wheelers  > Bikes  > By Brand  > Hero Motocorp Bikes  > Hero Electric Flash
",0.0
Hero Electric Flash,0.0
Mileage:,0.0
Comfort:,0.0
Reliability:,0.0
Road Grip:,0.0
Appeal:,0.0
"
Rs. 59,594
(Ex-Showroom)
",0.0
"


                            Hero Motocorp
",0.0
"
                The ingenuineness of this review appears doubtful.
                Justify your opinion.
            ",-0.8
I feel this review is:,0.0
"

",0.0
"

",0.0
,0.0
Photo Uploaded successfully.,0.75
"Upload photo files with .jpg, .png and .gif extensions. Image size per photo cannot exceed 10 MB",0.0
"Upload menu files with .jpg, .png and .gif extensions. Image size per photo cannot exceed 10 MB",0.0
See all Photos,0.0
Select a product from search suggestions,0.0
Products Listed,0.0
Shopping Decisions Influenced,0.0
" 
                                    On: 
                                    Max Super Speciality Hospital - Saket - New Delhi
",0.23484848484848483
"

                                           By:
                                         akhtersofia

",0.0
Download MouthShut Mobile App,0.0
Copyright © 2000-2023 MouthShut.com. All rights reserved.Goldindia2,0.0
"
                Free MouthShut app saves money.
            ",0.4
OTP Verification,0.0
"
Verify
",0.0
An OTP has been sent to your email and mobile number. Please enter OTP to verify the account.,0.0
"
Verify
",0.0
Didn't receive? Resend OTP,0.0
OTP Verification,0.0
"
Verify
",0.0
An OTP has been sent to your email address. Please Enter OTP to verify your email address,0.0
"
Verify
",0.0
Didn't receive? Resend OTP,0.0
